Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3KkXRkHbMCARz0aVfEt68P,"246dkjvS1zLTtiykXe5h60,1zNqQNIdeOUZHb8zbZRFMX","Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone,Swae Lee",2018-12-14,158040,86,spotify:user:prancingoctopus,2023-12-03T22:47:12Z,"dfw rap,melodic rap,pop,rap,trap",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,4
79lzbYqczF4oLoOkxx9mHK,"5LMPXUMhWXshBPjrqvZOfv","Yer Killin' Me","Greatest Hits","Remo Drive",2017-03-17,234534,55,spotify:user:prancingoctopus,2023-12-03T22:47:19Z,"alternative emo,bubblegrunge,emo",0.396,0.718,0,-6.794,0,0.0814,0.00217,0.00077,0.332,0.366,165.272,4
3rG8ZkmKHb4Ms6CsSzEITv,"4UXqAaa6dQYAk18Lv7PEgX","The Take Over, The Breaks Over","Infinity On High","Fall Out Boy",2007-01-01,213586,63,spotify:user:prancingoctopus,2023-12-03T22:47:26Z,"emo,modern rock,pop,rock",0.609,0.917,9,-2.563,1,0.0477,0.00614,0.0000196,0.0775,0.67,149.948,4
0k664IuFwVP557Gnx7RhIl,"56oDRnqbIiwx4mymNEv7dS","Juice","Cuz I Love You","Lizzo",2019-04-19,195144,72,spotify:user:prancingoctopus,2023-12-03T22:47:34Z,"escape room,minnesota hip hop,pop,trap queen",0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,4
0q75NwOoFiARAVp4EXU4Bs,"7tYKF4w9nC0nq9CsPZTHyP,0Y5tJX1MQlPlqiwlOH1tJY","Love Galore (feat. Travis Scott)","Ctrl","SZA,Travis Scott",2017-06-09,275080,80,spotify:user:prancingoctopus,2023-12-03T22:47:41Z,"pop,r&b,rap,hip hop,slap house",0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,4
4A2UXX69MKyUEaSgh8cVA1,"0wNZvrIMNUCs24G0wFg2D6","Wave Goodnight to Me","WORRY.","Jeff Rosenstock",2016-10-14,179902,41,spotify:user:prancingoctopus,2023-12-03T22:47:46Z,"bubblegrunge,folk punk,indie punk,modern power pop",0.348,0.972,4,-4.008,1,0.0806,0.00208,0,0.352,0.648,163.69,4
0KQKIASP1fLtjVZA5dspfs,"2HUwZ0kumzCSlhFcjFZfpp","You Know It","You Know It","Flipp Dinero",2018-01-22,125283,38,spotify:user:prancingoctopus,2023-12-03T22:47:57Z,"melodic rap,trap",0.83,0.577,1,-6.749,0,0.304,0.021,0,0.1,0.395,159.037,4
0BkRiLAwdQiujalPjj85Fy,"3RosuARXNIOfNYoJXR7fzA","Just A Dream","Goon","Tobias Jesso Jr.",2015-03-16,285173,25,spotify:user:prancingoctopus,2023-12-03T22:48:11Z,"beatlesque",0.522,0.443,9,-7.148,1,0.0267,0.672,0.027,0.122,0.143,127.46,4
7BiELrM90hRxpozaIXbsLw,"5pKCCKE2ajJHZ9KAiaK11H","Sex With Me","ANTI (Deluxe)","Rihanna",2016-01-28,206400,74,spotify:user:prancingoctopus,2023-12-03T22:48:20Z,"barbadian pop,pop,urban contemporary",0.58,0.532,1,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049,4
0QIjsbm2fh1cJ45XO9eGqq,"13y7CgLHjMVRMDqxdx0Xdo,0du5cEVh5yTK9QJze8zA0C,46SHBwWsqBkxI7EeeBEQG7","Wake Up in the Sky","Wake Up in the Sky","Gucci Mane,Bruno Mars,Kodak Black",2018-09-14,204664,80,spotify:user:prancingoctopus,2023-12-03T22:48:29Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,florida drill,florida rap,melodic rap,miami hip hop,trap latino",0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,4
